table,outcome,variable,variable_label,irr,beta,se,z,p,sig,pct_change,nobs
zinb_coin_count,coin,emotion_z,情感强度,0.9355199915369392,-0.06665276360114754,,,,,-6.448000846306079,3325
zinb_coin_count,coin,fear_z,恐惧诉求,1.0409997104247986,0.04018151146257076,,,,,4.099971042479855,3325
zinb_coin_count,coin,text_z,文字覆盖强度,1.2721080734925623,0.24067542474629086,,,,,27.21080734925623,3325
zinb_coin_count,coin,suspense_z,视觉悬念,1.0052060968244658,0.005192591953890119,,,,,0.5206096824465822,3325
zinb_coin_count,coin,info_gap_z,信息缺口,1.007852150182921,0.007821482485308492,,,,,0.7852150182920958,3325
zinb_coin_count,coin,rep_z,图文代表性,0.9988049444012244,-0.0011957702471374493,,,,,-0.11950555987756406,3325
zinb_coin_count,coin,auth_z,权威线索,0.992199303352335,-0.007831281239669028,,,,,-0.7800696647665029,3325
zinb_coin_count,coin,clip_sim_z,CLIP图文相似度,1.0908648166766743,0.08697079145299941,,,,,9.086481667667435,3325
